"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","web端登陆流程(套件)","1","0","web端登录密码正确","0"
"0","","0","web端登陆流程(套件)","1","0","售后列表功能正常","0"
"0","","0","web端登陆流程(套件)","1","0","web端订单列表","0"
"0","","0","web端登陆流程(套件)","1","0","退款列表正常","0"
