"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","有登录前置的套件","1","0","web端订单列表","0"
"0","","0","有登录前置的套件","1","0","web端登录密码正确","0"
"0","","0","有登录前置的套件","1","0","售后列表功能正常","0"
