"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","web端登陆流程(套件)","1","0","web端登录密码正确","0"
"0","","1","web端登陆流程(套件)","0","0","web端登录账号错误","0"
