"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"1","","0","北凡的第一个项目","0","0","售后列表功能正常","0"
"1","","0","鲁班到家用户web端","0","0","web端登录密码正确","0"
"1","","0","北凡的第一个项目","0","0","web端订单列表","0"
